대분류,소분류,시설명,주소,위도,경도,전화번호,상세위치,이용시간,의료인수,병상수,입원실수,정기 휴관일,장애별,홈페이지 주소,호선,엘리베이터,정류소번호
교통,버스,인천슈퍼,,37.6264670403,127.0345928361,,,,,,,,,,,,9848.0
교통,버스,해청빌라,,37.6374785731,127.007845554,,,,,,,,,,,,9851.0
교통,버스,백운교회,,37.6442850934,127.01094670229999,,,,,,,,,,,,9852.0
교통,버스,벽산아파트,,37.619802676,127.01100315139999,,,,,,,,,,,,9853.0
교통,버스,금강슈퍼,,37.6270767404,127.03571132809999,,,,,,,,,,,,9854.0
교통,버스,북서울꿈의숲,,37.6226490603,127.03781861459998,,,,,,,,,,,,9855.0
교통,버스,모아빌라,,37.6380859125,127.00768811629999,,,,,,,,,,,,9856.0
교통,버스,국립419민주묘지삼거리.윤극영가옥,,37.646158460900004,127.01071579879999,,,,,,,,,,,,9857.0
교통,버스,청화슈퍼,,37.6277765778,127.0367029926,,,,,,,,,,,,9859.0
교통,버스,동문굿모닝힐,,37.6235952196,127.0377522537,,,,,,,,,,,,9860.0
교통,버스,본원정사,,37.638134642800004,127.0064915618,,,,,,,,,,,,9861.0
교통,버스,국립419묘지,,37.6469479509,127.00899678799999,,,,,,,,,,,,9862.0
교통,버스,주공5단지,,37.6335857244,127.03414632040001,,,,,,,,,,,,9863.0
교통,버스,SK아파트,,37.6197098512,127.0111436082,,,,,,,,,,,,9864.0
교통,버스,번동초등학교,,37.6285317388,127.0393340964,,,,,,,,,,,,9865.0
교통,버스,무량사입구,,37.6462839406,127.0077898187,,,,,,,,,,,,9867.0
교통,버스,로얄공인중계사무소,,37.632810609699995,127.03477592739999,,,,,,,,,,,,9868.0
교통,버스,강북문화정보도서관.해모르아파트,,37.625812783899995,127.0370107352,,,,,,,,,,,,9870.0
교통,버스,강북청소년수련관,,37.6457956151,127.0068197297,,,,,,,,,,,,9871.0
교통,버스,금호.현대아파트,,37.631736926799995,127.0364126242,,,,,,,,,,,,9872.0
교통,버스,강북보건소앞.번2동주민센터,,37.6316563508,127.03762263649999,,,,,,,,,,,,9873.0
교통,버스,번동슈퍼,,37.627537343600004,127.03811339100001,,,,,,,,,,,,9874.0
교통,버스,백련사,,37.6445864643,127.00480365,,,,,,,,,,,,9875.0
교통,버스,강북보건소.번2동주민센터,,37.6312689643,127.03737431389999,,,,,,,,,,,,9876.0
교통,버스,신성빌라,,37.6436773202,127.0034868249,,,,,,,,,,,,9877.0
교통,버스,강북구민운동장.4단지,,37.6300386219,127.0385078133,,,,,,,,,,,,9878.0
교통,버스,강북보건소정문,,37.632188422199995,127.0390641001,,,,,,,,,,,,9879.0
교통,버스,아카데미하우스.통일교육원,,37.642160836799995,127.00193091610001,,,,,,,,,,,,9880.0
교통,버스,번동슈퍼,,37.627717723800004,127.0376036568,,,,,,,,,,,,9881.0
교통,버스,한양아파트입구.삼덕상운,,37.627812073,127.04109885129999,,,,,,,,,,,,9882.0
교통,버스,주공3단지정문,,37.6280702834,127.0422330792,,,,,,,,,,,,9883.0
교통,버스,기산아파트.2단지후문,,37.6277956991,127.0440252483,,,,,,,,,,,,9884.0
교통,버스,신원아파트.북서울꿈의숲교회,,37.6259772576,127.0441737213,,,,,,,,,,,,9885.0
교통,버스,주공1.2단지한진아파트,,37.6249236185,127.04489589110001,,,,,,,,,,,,9886.0
교통,버스,오현초등학교,,37.6230966867,127.04602540379999,,,,,,,,,,,,9887.0
교통,버스,주공1.2단지한진아파트,,37.6252363894,127.04464570620001,,,,,,,,,,,,9888.0
교통,버스,꿈동산주유소,,37.6208929068,127.0453239476,,,,,,,,,,,,9889.0
교통,버스,번3동주민센터,,37.6260240521,127.0466752399,,,,,,,,,,,,9890.0
교통,버스,북서울꿈의숲,,37.6190100927,127.0441310831,,,,,,,,,,,,9891.0
교통,버스,장위동입구,,37.6100230095,127.0318837788,,,,,,,,,,,,9892.0
교통,버스,현대백화점.E마트.빅토리아호텔,,37.610179269,127.03047705540001,,,,,,,,,,,,9893.0
교통,버스,미아사거리역.롯데백화점,,37.6142098888,127.0302272316,,,,,,,,,,,,9894.0
교통,버스,광산사거리,,37.6434913546,127.02276685870001,,,,,,,,,,,,9895.0
교통,버스,보람빌딩,,37.6348963686,127.0250915337,,,,,,,,,,,,9896.0
교통,버스,번동5거리.GS마트,,37.6350509566,127.0338943188,,,,,,,,,,,,9897.0
교통,버스,금강산병원.전자공단,,37.634353582399996,127.0336730577,,,,,,,,,,,,9898.0
교통,버스,하나은행.새마을금고,,37.6285541467,127.03968985770001,,,,,,,,,,,,9899.0
교통,버스,주공1단지.오현초교정문,,37.6234779133,127.0481135421,,,,,,,,,,,,9901.0
교통,버스,우이3교,,37.6363426016,127.0356137854,,,,,,,,,,,,9903.0
교통,버스,당진슈퍼,,37.625504392399996,127.03244438540001,,,,,,,,,,,,9905.0
교통,버스,삼성래미안아파트,,37.6144948223,127.0210554967,,,,,,,,,,,,9908.0
교통,버스,성우아파트,,37.6174096971,127.0217994295,,,,,,,,,,,,9909.0
교통,버스,삼양동사거리,,37.6191415946,127.02172970049999,,,,,,,,,,,,9910.0
교통,버스,성암국제무역고등학교,,37.6179180489,127.0255899223,,,,,,,,,,,,9911.0
교통,버스,삼양동사거리입구,,37.6170514715,127.02836721530001,,,,,,,,,,,,9912.0
교통,버스,미아사거리역,,37.6150849616,127.029758625,,,,,,,,,,,,9913.0
교통,버스,삼양동사거리입구,,37.6172758176,127.028466986,,,,,,,,,,,,9916.0
교통,버스,성암국제무역고등학교,,37.6182912059,127.025087085,,,,,,,,,,,,9917.0
교통,버스,삼양동사거리,,37.6191883711,127.0221590521,,,,,,,,,,,,9918.0
교통,버스,두산위브아파트,,37.6190948303,127.01541989879999,,,,,,,,,,,,9920.0
교통,버스,동북프라자,,37.619863928899996,127.0184027943,,,,,,,,,,,,9921.0
교통,버스,삼성래미안아파트상가,,37.6181847236,127.0212864962,,,,,,,,,,,,9929.0
교통,버스,삼성래미안아파트,,37.6145524284,127.0214077974,,,,,,,,,,,,9930.0
교통,버스,한영교회,,37.6231428162,127.0318418008,,,,,,,,,,,,9934.0
교통,버스,강북구보건소.삼각산분소,,37.6175332723,127.0152530558,,,,,,,,,,,,9935.0
교통,버스,달팽이계단,,37.6239152351,127.0311295427,,,,,,,,,,,,9936.0
교통,버스,대성빌라정문,,37.6248327216,127.0304263922,,,,,,,,,,,,9937.0
교통,버스,신구한일아파트입구,,37.6257429795,127.029785532,,,,,,,,,,,,9938.0
교통,버스,실버복지센터,,37.6271352675,127.0293295134,,,,,,,,,,,,9939.0
교통,버스,남양빌라,,37.626857045,127.0284627093,,,,,,,,,,,,9940.0
교통,버스,미아역3번출구,,37.6264897538,127.0269693692,,,,,,,,,,,,9941.0
교통,버스,미아역1번출구,,37.627556879400004,127.02588439350001,,,,,,,,,,,,9942.0
교통,버스,수유시장,,37.6321924359,127.0240584476,,,,,,,,,,,,9943.0
교통,버스,요진아파트,,37.6336246217,127.02655385700001,,,,,,,,,,,,9944.0
교통,버스,우일빌딩앞,,37.634811133,127.0274879166,,,,,,,,,,,,9945.0
교통,버스,신구한일아파트입구,,37.6256574148,127.02963368709999,,,,,,,,,,,,9946.0
교통,버스,대성빌라정문,,37.6248255726,127.0301941441,,,,,,,,,,,,9947.0
교통,버스,달팽이계단,,37.623820677,127.03091765319999,,,,,,,,,,,,9948.0
교통,버스,한영교회,,37.6231743045,127.0320253405,,,,,,,,,,,,9949.0
교통,버스,한국전력공사,,37.6305370136,127.02470485129999,,,,,,,,,,,,9950.0
교통,버스,미아타운입구.동방고개.한일아파트,,37.6138291792,127.03802143809999,,,,,,,,,,,,9978.0
교통,버스,창문여고앞,,37.6122204488,127.03608481389999,,,,,,,,,,,,9994.0
교통,버스,도봉산역,,37.6891946492,127.04543124979999,,,,,,,,,,,,10001.0
교통,버스,도봉산역,,37.688568,127.045813,,,,,,,,,,,,10002.0
교통,버스,도봉한신아파트,,37.6840520197,127.04594626120002,,,,,,,,,,,,10003.0
교통,버스,도봉한신아파트,,37.682672,127.046067,,,,,,,,,,,,10004.0
교통,버스,서울북부지방법원.검찰청.도봉역성황당,,37.6777746252,127.0449209186,,,,,,,,,,,,10005.0
교통,버스,서울북부지방법원.검찰청.도봉역성황당,,37.677262,127.045103,,,,,,,,,,,,10006.0
교통,버스,신도봉사거리,,37.673289361900004,127.0441473394,,,,,,,,,,,,10007.0
교통,버스,신도봉사거리,,37.67275,127.04433300000001,,,,,,,,,,,,10008.0
교통,버스,도봉소방서.방학남부역,,37.6663334805,127.0429813465,,,,,,,,,,,,10009.0
교통,버스,도봉소방서.방학남부역,,37.6656765697,127.04305124620001,,,,,,,,,,,,10010.0
교통,버스,도봉보건소,,37.6589364195,127.0407623758,,,,,,,,,,,,10011.0
교통,버스,도봉보건소.북한산아이파크아파트,,37.658205,127.040517,,,,,,,,,,,,10012.0
교통,버스,도봉구민회관,,37.6545598452,127.0381736668,,,,,,,,,,,,10013.0
교통,버스,도봉구민회관,,37.653968,127.037977,,,,,,,,,,,,10014.0
교통,버스,쌍문역,,37.6488174173,127.0347686574,,,,,,,,,,,,10015.0
교통,버스,쌍문역,,37.6480714136,127.0344600639,,,,,,,,,,,,10016.0
교통,버스,우이1교앞,,37.6452929962,127.0326524367,,,,,,,,,,,,10017.0
교통,버스,우이1교앞,,37.644652,127.03242,,,,,,,,,,,,10018.0
교통,버스,신도봉시장.도봉구청.방학북부역,,37.669998842800005,127.04357746149999,,,,,,,,,,,,10019.0
교통,버스,신도봉시장.도봉구청.방학북부역,,37.669197,127.04375700000001,,,,,,,,,,,,10020.0
교통,버스,도봉동한신아파트,,37.6826140348,127.04561090860001,,,,,,,,,,,,10103.0
교통,버스,도봉동한신아파트,,37.6821047926,127.04595866540001,,,,,,,,,,,,10104.0
교통,버스,녹천역,,37.6435261063,127.0523135976,,,,,,,,,,,,10105.0
교통,버스,서울북부지방법원.검찰청.도봉역성황당,,37.6771834389,127.0451325639,,,,,,,,,,,,10107.0
교통,버스,서울북부지방법원.검찰청.도봉역성황당,,37.6770277354,127.0446529158,,,,,,,,,,,,10108.0
교통,버스,국민은행도봉지점,,37.6741632354,127.04460018469999,,,,,,,,,,,,10109.0
교통,버스,국민은행도봉지점,,37.674104834699996,127.0441500898,,,,,,,,,,,,10110.0
교통,버스,방학역,,37.6692472357,127.0438717524,,,,,,,,,,,,10111.0
교통,버스,도봉소방서,,37.665675618499996,127.04318840200001,,,,,,,,,,,,10113.0
교통,버스,도봉소방서,,37.6651007798,127.0425798048,,,,,,,,,,,,10114.0
교통,버스,방학사거리,,37.661533,127.042425,,,,,,,,,,,,10115.0
교통,버스,방학사거리,,37.662217674699995,127.0421039333,,,,,,,,,,,,10116.0
교통,버스,도봉보건소,,37.6573444298,127.0401324698,,,,,,,,,,,,10117.0
교통,버스,도봉보건소,,37.657824777600005,127.03991738149999,,,,,,,,,,,,10118.0
교통,버스,함석헌기념관.정의여중고,,37.6526308865,127.03738728459999,,,,,,,,,,,,10119.0
교통,버스,함석헌기념관.정의여중고,,37.652185102800004,127.03658807120001,,,,,,,,,,,,10120.0
교통,버스,도봉구민회관,,37.6541047846,127.0382221679,,,,,,,,,,,,10121.0
교통,버스,도봉구민회관,,37.6548202673,127.03814206610001,,,,,,,,,,,,10122.0
교통,버스,쌍문역.쌍문역골목시장,,37.648024662800005,127.03409740049999,,,,,,,,,,,,10124.0
교통,버스,쌍문역,,37.6473560254,127.0342217518,,,,,,,,,,,,10126.0
교통,버스,우이1교앞,,37.643993768,127.0321793259,,,,,,,,,,,,10127.0
교통,버스,서울북부지방법원.검찰청.성우아파트,,37.676134203000004,127.04837426200001,,,,,,,,,,,,10129.0
교통,버스,서울북부지방법원.검찰청.성우아파트,,37.6759758029,127.0479104838,,,,,,,,,,,,10130.0
교통,버스,도봉시장,,37.6731864956,127.0468555403,,,,,,,,,,,,10131.0
교통,버스,도봉시장,,37.673315,127.046582,,,,,,,,,,,,10132.0
교통,버스,도봉구청,,37.6689552465,127.04633370309999,,,,,,,,,,,,10133.0
교통,버스,도봉구청,,37.6699284798,127.0461540675,,,,,,,,,,,,10134.0
교통,버스,방학1동대상타운현대삼성아파트,,37.6656806856,127.04645295450001,,,,,,,,,,,,10135.0
교통,버스,방학1동대상타운현대삼성아파트,,37.6662386176,127.0460316281,,,,,,,,,,,,10136.0
교통,버스,창동쌍용아파트,,37.6603720849,127.0495326124,,,,,,,,,,,,10137.0
교통,버스,창동쌍용아파트,,37.660497681100004,127.04870074700001,,,,,,,,,,,,10138.0
교통,버스,자운고등학교앞,,37.658932863000004,127.0500065597,,,,,,,,,,,,10139.0
교통,버스,자운고등학교앞,,37.6586807038,127.0496686321,,,,,,,,,,,,10140.0
교통,버스,창동동아청솔아파트,,37.656445044,127.0498677517,,,,,,,,,,,,10141.0
교통,버스,창동동아청솔아파트,,37.656671335,127.04958228950001,,,,,,,,,,,,10142.0
교통,버스,창동농협물류센터,,37.6550860313,127.0503054543,,,,,,,,,,,,10143.0
교통,버스,창동농협물류센터,,37.6542124806,127.05124667850001,,,,,,,,,,,,10144.0
교통,버스,창동농협물류센터,,37.6537900297,127.0508882517,,,,,,,,,,,,10145.0
교통,버스,창동역동측,,37.6532584683,127.0507133553,,,,,,,,,,,,10146.0
교통,버스,창동동아아파트,,37.651933,127.051465,,,,,,,,,,,,10147.0
교통,버스,창동동아아파트,,37.6514821482,127.0513898656,,,,,,,,,,,,10148.0
교통,버스,창동주공19단지,,37.6490406835,127.0523899949,,,,,,,,,,,,10149.0
교통,버스,창동주공19단지,,37.6492264659,127.0520286111,,,,,,,,,,,,10150.0
교통,버스,창동주공18단지,,37.6470625209,127.0530436187,,,,,,,,,,,,10151.0
교통,버스,창동주공18단지,,37.6472653853,127.05277291770001,,,,,,,,,,,,10152.0
교통,버스,도봉산입구,,37.6869698964,127.040487449,,,,,,,,,,,,10153.0
교통,버스,도봉고등학교,,37.6872443546,127.0440331542,,,,,,,,,,,,10154.0
교통,버스,도봉고등학교,,37.687443,127.04380800000001,,,,,,,,,,,,10155.0
교통,버스,도봉역,,37.6803096286,127.0465266987,,,,,,,,,,,,10156.0
교통,버스,도봉역,,37.6803959104,127.0470845566,,,,,,,,,,,,10157.0
교통,버스,노원교,,37.6794237641,127.0490169573,,,,,,,,,,,,10158.0
교통,버스,노원교,,37.6796543968,127.04911914530001,,,,,,,,,,,,10159.0
교통,버스,성대야구장노원교앞,,37.67907,127.04938999999999,,,,,,,,,,,,10160.0
교통,버스,천주교도봉동교회,,37.6711723253,127.0428106953,,,,,,,,,,,,10161.0
교통,버스,천주교도봉동교회,,37.6713119921,127.04281077559999,,,,,,,,,,,,10162.0
교통,버스,오봉초등학교,,37.6705203068,127.0391794072,,,,,,,,,,,,10163.0
교통,버스,오봉초등학교,,37.6708391615,127.0395581981,,,,,,,,,,,,10164.0
교통,버스,방학2동공영주차장,,37.669329048899996,127.0364774606,,,,,,,,,,,,10165.0
교통,버스,방학2동공영주차장,,37.6696083095,127.0367133828,,,,,,,,,,,,10166.0
교통,버스,방학2동주민센터,,37.6681095192,127.03472664540001,,,,,,,,,,,,10167.0
교통,버스,방학2동주민센터,,37.6682708426,127.0346224327,,,,,,,,,,,,10168.0
교통,버스,신방학중학교앞,,37.6634077361,127.027779564,,,,,,,,,,,,10172.0
교통,버스,방학동신우빌라,,37.664078,127.03513999999998,,,,,,,,,,,,10173.0
교통,버스,방학동신우빌라,,37.6641158948,127.0348959433,,,,,,,,,,,,10174.0
교통,버스,방학동삼익세라믹,,37.661671999999996,127.03493,,,,,,,,,,,,10175.0
교통,버스,방학동삼익세라믹,,37.6617551365,127.0346738125,,,,,,,,,,,,10176.0
교통,버스,쌍문동청구아파트,,37.6595743964,127.0351171033,,,,,,,,,,,,10177.0
교통,버스,쌍문동청구아파트,,37.6591608724,127.0348777558,,,,,,,,,,,,10178.0
교통,버스,샘말어린이공원,,37.6686672058,127.0318158985,,,,,,,,,,,,10179.0
교통,버스,원약국,,37.666488,127.034428,,,,,,,,,,,,10180.0
교통,버스,원약국,,37.6663777789,127.0342826264,,,,,,,,,,,,10181.0
교통,버스,신한은행방학동지점,,37.663099600500004,127.0374390076,,,,,,,,,,,,10182.0
교통,버스,신한은행방학동지점,,37.6632312342,127.037197641,,,,,,,,,,,,10183.0
교통,버스,연산군.정의공주묘,,37.6618859481,127.0229753659,,,,,,,,,,,,10184.0
교통,버스,연산군정의공주묘,,37.661716999999996,127.02373200000001,,,,,,,,,,,,10185.0
교통,버스,방학동신동아타워,,37.661680291399996,127.028111025,,,,,,,,,,,,10186.0
교통,버스,방학동신동아타워,,37.662028,127.02869199999999,,,,,,,,,,,,10187.0
교통,버스,방학3동신동아프라자,,37.6613704683,127.0274841055,,,,,,,,,,,,10188.0
교통,버스,방학동신동아아파트,,37.6619831294,127.03138346120001,,,,,,,,,,,,10189.0
교통,버스,방학동신동아아파트,,37.662362,127.03201999999999,,,,,,,,,,,,10190.0
교통,버스,국민은행방학지점,,37.6623319258,127.0343340389,,,,,,,,,,,,10191.0
교통,버스,국민은행방학지점,,37.662595,127.03411299999999,,,,,,,,,,,,10192.0
교통,버스,신한은행방학동지점,,37.6626546059,127.037002395,,,,,,,,,,,,10193.0
교통,버스,신한은행방학동지점,,37.662933,127.03680700000001,,,,,,,,,,,,10194.0
교통,버스,방학사거리,,37.6626723806,127.04049691770001,,,,,,,,,,,,10195.0
교통,버스,방학사거리,,37.6629354664,127.0405809384,,,,,,,,,,,,10196.0
교통,버스,서울문화고등학교,,37.6628720833,127.04630951899999,,,,,,,,,,,,10197.0
교통,버스,서울문화고등학교,,37.6623434486,127.04782124399999,,,,,,,,,,,,10198.0
교통,버스,서울문화고등학교,,37.662549644,127.0481931566,,,,,,,,,,,,10199.0
교통,버스,쌍문동청한빌라,,37.6574593323,127.01500620549999,,,,,,,,,,,,10200.0
교통,버스,쌍문동청한빌라,,37.657732,127.014762,,,,,,,,,,,,10201.0
교통,버스,쌍문동우이빌라,,37.6572118702,127.01894357139999,,,,,,,,,,,,10202.0
교통,버스,쌍문동우이빌라,,37.657447999999995,127.01893700000001,,,,,,,,,,,,10203.0
교통,버스,초당초등학교,,37.6573507894,127.0231371776,,,,,,,,,,,,10204.0
교통,버스,초당초등학교,,37.657531,127.022295,,,,,,,,,,,,10205.0
교통,버스,방학동우성아파트,,37.6574046264,127.0242705926,,,,,,,,,,,,10206.0
교통,버스,방학동우성.청구아파트,,37.657656,127.0251,,,,,,,,,,,,10207.0
교통,버스,방학3동신동아프라자,,37.660834266900004,127.02774006770001,,,,,,,,,,,,10208.0
교통,버스,방학3동주민센터,,37.6598133715,127.02762861120002,,,,,,,,,,,,10209.0
교통,버스,쌍문동성원아파트,,37.6576477672,127.0289334878,,,,,,,,,,,,10210.0
교통,버스,쌍문동성원아파트,,37.6578235739,127.0285379978,,,,,,,,,,,,10211.0
교통,버스,쌍문동한양.현대아파트,,37.6578002243,127.0317568572,,,,,,,,,,,,10212.0
교통,버스,쌍문동현대.한양아파트,,37.6580003804,127.0313205806,,,,,,,,,,,,10213.0
교통,버스,쌍문동삼익금호1차아파트,,37.6580029761,127.0349134832,,,,,,,,,,,,10214.0
교통,버스,쌍문동금호1차삼익아파트,,37.658188686399996,127.0346143499,,,,,,,,,,,,10215.0
교통,버스,도봉구보건소앞,,37.6571614212,127.0376717716,,,,,,,,,,,,10216.0
교통,버스,도봉구보건소앞,,37.6574389797,127.03758917370001,,,,,,,,,,,,10217.0
교통,버스,북서울교회,,37.6572562221,127.0136533178,,,,,,,,,,,,10218.0
교통,버스,서라벌중학교.우이동대우아파트,,37.655025,127.013223,,,,,,,,,,,,10219.0
교통,버스,덕성여대입구,,37.65106,127.01313799999998,,,,,,,,,,,,10221.0
교통,버스,쌍문초등학교,,37.6469743334,127.0256814814,,,,,,,,,,,,10222.0
교통,버스,쌍문초등학교,,37.647095,127.02538999999999,,,,,,,,,,,,10223.0
교통,버스,숭미초등학교,,37.649556,127.02778899999998,,,,,,,,,,,,10224.0
교통,버스,숭미초등학교,,37.6500735328,127.02795025569999,,,,,,,,,,,,10225.0
교통,버스,둘리뮤지엄.대우이안극동아파트,,37.6517710532,127.02842575,,,,,,,,,,,,10226.0
교통,버스,둘리뮤지엄.대우이안극동아파트,,37.6513412658,127.0283111223,,,,,,,,,,,,10227.0
교통,버스,창동주공1단지,,37.6542705499,127.04100462870001,,,,,,,,,,,,10228.0
교통,버스,창동주공1단지아파트,,37.653291081,127.0409927567,,,,,,,,,,,,10229.0
교통,버스,도봉등기소,,37.6510217496,127.0446158067,,,,,,,,,,,,10231.0
교통,버스,도봉등기소,,37.6514245604,127.04454124950001,,,,,,,,,,,,10232.0
교통,버스,창동역서측,,37.652335845,127.0461227769,,,,,,,,,,,,10234.0
교통,버스,창4동주민센터,,37.65254667,127.0526463227,,,,,,,,,,,,10235.0
교통,버스,창4동주민센터,,37.6527469996,127.0519925342,,,,,,,,,,,,10236.0
교통,버스,창동주공4단지,,37.6451811712,127.04861481959999,,,,,,,,,,,,10241.0
교통,버스,창동주공4단지,,37.6453057413,127.0480754907,,,,,,,,,,,,10242.0
교통,버스,도봉문화정보도서관,,37.6440304124,127.04423540399999,,,,,,,,,,,,10244.0
교통,버스,도봉문화정보도서관,,37.6442125083,127.0440281367,,,,,,,,,,,,10245.0
교통,버스,창림초교창동신창아파트앞,,37.6415355739,127.04103842139999,,,,,,,,,,,,10246.0
교통,버스,창림초교창동신창아파트앞,,37.6416284932,127.0407268539,,,,,,,,,,,,10247.0
교통,버스,KEB.하나은행.창동.지점,,37.6398501948,127.03944431129999,,,,,,,,,,,,10248.0
교통,버스,KEB.하나은행.창동.지점,,37.640289910199996,127.0394808042,,,,,,,,,,,,10249.0
교통,버스,창동서울탁주앞,,37.6376252025,127.0373582351,,,,,,,,,,,,10250.0
교통,버스,창동서울탁주앞,,37.6375883927,127.036931039,,,,,,,,,,,,10251.0
교통,버스,창2동주민센터.보건지소,,37.640899048899996,127.03363975120001,,,,,,,,,,,,10252.0
교통,버스,창2동주민센터.보건지소,,37.640778000000005,127.03346699999999,,,,,,,,,,,,10253.0
교통,버스,중앙약국,,37.6461539659,127.0372571163,,,,,,,,,,,,10256.0
교통,버스,중앙약국,,37.6463646689,127.03772864540001,,,,,,,,,,,,10257.0
교통,버스,한신아파트101동앞,,37.6459816934,127.0348523274,,,,,,,,,,,,10258.0
교통,버스,KT도봉지점,,37.646137579299996,127.0348557999,,,,,,,,,,,,10259.0
교통,버스,창동청구빌라,,37.6457638317,127.0399097927,,,,,,,,,,,,10260.0
교통,버스,창동청구빌라,,37.6461243931,127.0395258217,,,,,,,,,,,,10261.0
교통,버스,창동대우아파트입구,,37.643091999999996,127.040517,,,,,,,,,,,,10262.0
교통,버스,창동대우아파트입구,,37.6432163298,127.04034243870001,,,,,,,,,,,,10263.0
교통,버스,창동대우아파트,,37.6426101856,127.0367159557,,,,,,,,,,,,10264.0
교통,버스,창동역동측,,37.6537716668,127.0495735613,,,,,,,,,,,,10265.0
교통,버스,창동역동측도봉방면,,37.6535408453,127.049917943,,,,,,,,,,,,10266.0
교통,버스,서울가든아파트앞,,37.6469310032,127.0442008606,,,,,,,,,,,,10269.0
교통,버스,창1동주민센터,,37.6483170767,127.04363051889999,,,,,,,,,,,,10270.0
교통,버스,창1동주민센터,,37.6485443942,127.04296202629999,,,,,,,,,,,,10271.0
교통,버스,창동주공3단지,,37.6513228702,127.04171585719999,,,,,,,,,,,,10272.0
교통,버스,창동주공3단지,,37.651322954499996,127.0414767297,,,,,,,,,,,,10273.0
교통,버스,세그루학원,,37.6565423713,127.0279900823,,,,,,,,,,,,10276.0
교통,버스,세그루학원,,37.6556242091,127.0278333324,,,,,,,,,,,,10277.0
교통,버스,창동주공17단지,,37.6457412104,127.05376567409999,,,,,,,,,,,,10278.0
교통,버스,창동주공17단지,,37.6460538123,127.0539256842,,,,,,,,,,,,10279.0
교통,버스,창3동염광아트필,,37.6344394033,127.04235522139999,,,,,,,,,,,,10280.0
교통,버스,창3동염광아트빌,,37.634229889299995,127.042773629,,,,,,,,,,,,10281.0
교통,버스,한승미메이드아파트,,37.6335421266,127.04342246430001,,,,,,,,,,,,10282.0
교통,버스,한승미메이드아파트,,37.633383574899995,127.0433169999,,,,,,,,,,,,10283.0
교통,버스,북서울농협창동지점,,37.6339466227,127.041158882,,,,,,,,,,,,10284.0
교통,버스,북서울농협창동지점,,37.6338519893,127.04121548180001,,,,,,,,,,,,10285.0
교통,버스,신화초교입구,,37.63362,127.04026200000001,,,,,,,,,,,,10286.0
교통,버스,신화초교입구,,37.6334072452,127.0400822024,,,,,,,,,,,,10287.0
교통,버스,서울외국어고등학교,,37.645154,127.052529,,,,,,,,,,,,10292.0
교통,버스,서울외국어고등학교,,37.6452469971,127.0527023636,,,,,,,,,,,,10293.0
교통,버스,방학동새마을금고,,37.665157909899996,127.0366488472,,,,,,,,,,,,10294.0
교통,버스,거성학마을아파트,,37.6661972701,127.0381716917,,,,,,,,,,,,10295.0
교통,버스,방학1동어린이집입구,,37.6671777225,127.04062859,,,,,,,,,,,,10296.0
교통,버스,창5동현대아파트,,37.6560152868,127.04028476030001,,,,,,,,,,,,10297.0
교통,버스,창5동현대1차아파트,,37.6560503446,127.04053072219999,,,,,,,,,,,,10298.0
교통,버스,창동아이파크,,37.6614977323,127.0468345908,,,,,,,,,,,,10299.0
교통,버스,창번교,,37.6354839138,127.0384278157,,,,,,,,,,,,10301.0
교통,버스,방학3동주민센터,,37.659168134699996,127.0279037943,,,,,,,,,,,,10302.0
교통,버스,도봉동서광아파트,,37.6781990171,127.04946170129999,,,,,,,,,,,,10303.0
교통,버스,정병원,,37.661947,127.04191999999999,,,,,,,,,,,,10304.0
교통,버스,창동고등학교,,37.6512951076,127.03856525260001,,,,,,,,,,,,10305.0
교통,버스,정의여중고입구,,37.650980451,127.0332340435,,,,,,,,,,,,10306.0
교통,버스,도깨비시장,,37.665328507199995,127.0356911077,,,,,,,,,,,,10309.0
교통,버스,방학동도깨비시장,,37.6652321384,127.0355369032,,,,,,,,,,,,10310.0
교통,버스,태영데시앙아파트,,37.642384365,127.0324449266,,,,,,,,,,,,10311.0
교통,버스,창번교앞,,37.6354686365,127.03822395,,,,,,,,,,,,10312.0
교통,버스,금용아파트,,37.637736706,127.03517707440001,,,,,,,,,,,,10313.0
교통,버스,대우아파트104동,,37.6432566421,127.03834919100001,,,,,,,,,,,,10315.0
교통,버스,도봉산입구,,37.6872120941,127.0410409003,,,,,,,,,,,,10317.0
교통,버스,샘말어린이공원,,37.668748,127.031945,,,,,,,,,,,,10320.0
교통,버스,안방학동,,37.6690677721,127.0299513375,,,,,,,,,,,,10321.0
교통,버스,동아운수앞,,37.658907,127.013997,,,,,,,,,,,,10325.0
교통,버스,창동.신창시장,,37.6388467098,127.0384760994,,,,,,,,,,,,10330.0
교통,버스,신창.창동시장,,37.6390783287,127.0383504426,,,,,,,,,,,,10331.0
교통,버스,안방학동,,37.667660401599996,127.0329138828,,,,,,,,,,,,10333.0
교통,버스,안방학동,,37.667697,127.03311000000001,,,,,,,,,,,,10334.0
교통,버스,창동농협물류센터,,37.6548140039,127.0500740655,,,,,,,,,,,,10335.0
교통,버스,태영데시앙아파트,,37.642758,127.031672,,,,,,,,,,,,10336.0
교통,버스,방학중학교,,37.6668576545,127.0325077203,,,,,,,,,,,,10337.0
교통,버스,도봉산역광역환승센터,,37.6899483575,127.0443522431,,,,,,,,,,,,10340.0
교통,버스,도봉산역광역환승센터,,37.690177,127.04426699999999,,,,,,,,,,,,10341.0
교통,버스,창동역,,37.6533690331,127.0492185591,,,,,,,,,,,,10500.0
